Air Quality,2023-05-27 12:39:51,2023-05-27 12:39:51,00:00:00
Air Quality,2023-05-31 12:18:54,2023-05-31 15:27:47,03:08:52
Air Quality,2023-05-31 12:21:50,2023-05-31 17:27:20,05:05:29
Fire Warning,2023-05-31 12:22:30,2023-05-31 17:26:22,05:03:52
Fire Alert,2023-05-31 12:23:29,2023-05-31 17:26:42,05:03:12
