Fire Warning,2023-05-25 17:31:51,2023-05-25 17:48:48,00:16:56
Air Quality,2023-05-25 17:34:10,2023-05-25 17:42:49,00:08:38
Air Quality,2023-06-02 11:06:59,2023-06-02 11:06:59,00:00:00
Fire Warning,2023-06-02 11:10:19,2023-06-02 11:32:03,00:21:43
