Air Quality,2023-05-31 11:28:48,2023-05-31 12:24:48,00:55:59
Fire Warning,2023-05-31 11:29:27,2023-05-31 12:18:24,00:48:56
Fire Alert,2023-05-31 11:30:24,2023-05-31 12:05:34,00:35:09
