2023-05-03 12:28:37,1683131317,20.6,23.5,98500,1.00,2.00,4.00,4.00,,
2023-05-03 16:44:52,1683146693,14.5,33.3,98600,1.00,5.00,8.00,9.00,,
2023-05-03 16:49:50,1683146990,14.5,33.7,98600,1.00,2.00,4.00,4.00,,
2023-05-03 16:54:47,1683147288,14.4,33.8,98700,1.00,3.00,5.00,6.00,0.0130,5.67
2023-05-03 16:59:45,1683147585,14.3,33.9,98694,1.00,4.00,7.00,9.00,0.0197,8.23
2023-05-03 17:04:49,1683147890,14.3,34.1,98700,1.00,2.00,3.00,4.00,0.0130,8.23
2023-05-03 17:06:03,1683147964,14.2,34.0,98700,1.00,2.00,3.00,4.00,0.0151,8.23
2023-05-03 17:13:08,1683148388,14.2,34.2,98700,1.00,4.00,7.00,8.00,0.0151,8.23
2023-05-03 17:36:50,1683149810,13.9,34.4,98700,1e-7,1e-7,1e-7,1e-7,,
2023-05-03 17:54:59,1683150899,13.5,35.2,98700,1e-7,2.00,3.00,4.00,,
2023-05-03 17:59:43,1683151184,13.4,35.5,98717,1.00,1.00,1.00,1.00,,
2023-05-03 18:04:41,1683151482,13.3,35.8,98750,1e-7,1.00,2.00,3.00,0.00995,0
2023-05-03 18:09:58,1683151798,13.2,36.3,98788,1.00,4.00,6.00,7.00,0.0135,0
2023-05-03 18:14:56,1683152097,13.1,36.5,98800,1.00,2.00,3.00,4.00,0.0135,0
2023-05-03 18:19:55,1683152395,13.1,36.7,98800,1.00,4.00,7.00,8.00,0.0138,0
2023-05-03 18:24:53,1683152693,13.1,37.0,98800,1.00,5.00,8.00,9.00,0.0226,0
2023-05-03 18:29:51,1683152991,13.0,37.1,98800,1.00,2.00,3.00,3.00,0.0232,0
2023-05-03 18:34:49,1683153290,12.9,37.2,98800,1.00,4.00,7.00,9.00,0.0245,0
2023-05-03 18:39:48,1683153588,12.8,37.9,98800,2.00,6.00,9.00,11.0,0.0396,0
2023-05-03 18:44:46,1683153887,12.7,37.8,98800,1.00,3.00,5.00,6.00,0.0396,0
2023-05-03 18:49:45,1683154185,12.7,37.8,98800,1.00,4.00,7.00,8.00,0.0268,0
2023-05-03 18:54:43,1683154484,12.6,38.0,98800,1.00,4.00,7.00,9.00,0.0139,0
2023-05-03 18:59:42,1683154782,12.6,38.3,98800,1.00,5.00,9.00,10.0,0.0149,0
2023-05-03 19:04:59,1683155099,12.5,38.0,98800,2.00,4.00,6.00,7.00,0.0167,0
2023-05-03 19:09:57,1683155398,12.5,38.2,98800,1.00,4.00,7.00,8.00,0.0217,0
2023-05-03 19:14:56,1683155696,12.5,38.2,98800,1e-7,2.00,4.00,4.00,0.0113,0
2023-05-03 19:19:55,1683155995,12.4,38.4,98800,1.00,2.00,4.00,5.00,0.0113,0
2023-05-03 19:24:53,1683156294,12.4,38.5,98844,1.00,3.00,5.00,6.00,0.0114,0
2023-05-03 19:29:52,1683156592,12.4,38.6,98894,1.00,2.00,3.00,4.00,0.0116,0
2023-05-03 19:34:50,1683156891,12.4,38.8,98900,2.00,4.00,7.00,9.00,0.0116,0
2023-05-03 19:39:49,1683157190,12.4,38.7,98900,1.00,3.00,5.00,6.00,0.0151,0
2023-05-03 19:44:48,1683157488,12.3,39.1,98900,2.00,7.00,12.0,14.0,0.0105,0
2023-05-03 19:49:46,1683157787,12.3,39.2,98900,1.00,2.00,4.00,4.00,0.0153,0
2023-05-03 19:54:45,1683158086,12.2,39.2,98900,1.00,5.00,7.00,9.00,0.0255,0
2023-05-03 19:59:44,1683158384,12.2,39.8,98900,4.00,14.0,22.0,26.0,0.0233,0
2023-05-03 20:04:43,1683158683,12.1,39.8,98900,2.00,7.00,11.0,13.0,0.0233,0
2023-05-03 20:09:41,1683158982,12.1,39.7,98900,1e-7,2.00,4.00,4.00,0.0570,0
2023-05-03 20:14:59,1683159299,12.1,39.7,98900,1.00,4.00,6.00,7.00,0.0273,0
2023-05-03 20:19:58,1683159598,12.1,39.8,98900,3.00,7.00,11.0,13.0,0.0145,0
2023-05-03 20:24:57,1683159897,12.0,40.4,98900,3.00,4.00,6.00,7.00,0.0520,0
2023-05-03 20:29:55,1683160196,11.9,40.2,98900,2.00,4.00,7.00,8.00,0.0332,0
2023-05-03 20:34:54,1683160495,11.8,40.8,98900,2.00,6.00,10.0,12.0,0.0498,0
2023-05-03 20:39:53,1683160794,11.8,40.8,98900,1.00,2.00,4.00,4.00,0.0498,0
2023-05-03 20:44:52,1683161093,11.8,40.9,98900,1.00,5.00,8.00,10.0,0.0289,0
2023-05-03 20:49:51,1683161392,11.7,41.1,98900,3.00,7.00,12.0,14.0,0.0537,0
