Air Quality,2023-05-31 08:25:32,2023-05-31 09:50:49,01:25:16
Fire Warning,2023-05-31 13:40:13,2023-05-31 16:34:26,02:54:12
Air Quality,2023-05-31 16:25:10,2023-05-31 16:34:44,00:09:34
Fire Alert,2023-05-31 16:26:42,2023-05-31 16:37:31,00:10:48
Air Quality,2023-06-02 15:00:24,2023-06-02 15:00:24,00:00:00
Air Quality,2023-06-03 12:32:02,2023-06-03 12:32:02,00:00:00
