FireName,LAT,LONG,ReportedIgnTime,Fuels,ReportedFinalArea,FireType,FirstWarningTime,WarningSensor,FirstAlertTime,AlertSensor,RoundedIgnTime,Rounded Time 1,Wind Speed 1 (km/h),Wind Direction 1 (deg),Relative Humidity 1,Temperature 1 (øC),Precipitation 1,Rounded Time 2,Wind Speed 2 (km/h),Wind Direction 2 (deg),Relative Humidity 2,Temperature 2 (øC),Precipitation 2,Rounded Time 3,Wind Speed 3 (km/h),Wind Direction 3 (deg),Relative Humidity 3,Temperature 3 (øC),Precipitation 3
RC-01,49.088,-118.975,2024-09-19 12:48,Not sure exact ign time yet,75,Prescribed,2024-09-19 16:51,RC_03,2024-09-19 23:01,RC_01,2024-09-19 12:00,,,,,,,,,,,,,,,,,,
