wind_direction, rel_hum, avg_wnd_spd_10m_pst10mts, precipitation, dwpt_temp, wind_speed, air_temp, temperature, avg_wnd_dir_10m_pst10mts, rnfl_amt_pst1hr, rnfl_amt_pst24hrs, relative_humidity, time, snw_dpth
317,96,2.8,0,8,3.3,8.6,7.9,328,0,0,100, 2024-09-25 04:00:00, 
329,98,2.8,0,8.1,2.9,8.4,7,193,0,0,100, 2024-09-25 05:00:00, 
310,100,3.3,0,7.9,2.6,7.9,8.8,317,0,0,100, 2024-09-25 06:00:00, 
61,100,2.9,0,7,3.3,7,14.2,329,0,0,74, 2024-09-25 07:00:00, 
115,100,2.6,0,8.8,5.9,8.8,16.1,310,0,0,66, 2024-09-25 08:00:00, 
67,74,3.3,0,9.6,6.4,14.2,20.7,61,0,0,51, 2024-09-25 09:00:00, 
114, , ,0, ,8.5, ,29, , , ,26, 2024-09-25 10:00:00, 
206,51,6.4,0,10.2,14.3,20.7,30.4,67,0,0,18, 2024-09-25 11:00:00, 
204,26,8.5,0,7.6,16,29,30.6,114,0,0,18, 2024-09-25 12:00:00, 
172,18,14.3,0,3.4,9,30.4,28.7,206,0,0,20, 2024-09-25 13:00:00, 
196,18,16,0.4,3.6,4.7,30.6,17.7,204,0,0,87, 2024-09-25 14:00:00, 
304,20,9,1.4,3.5,10.5,28.7,18.1,172,0,0,78, 2024-09-25 15:00:00, 
155,87,4.7,0,15.5,5.4,17.7,17.5,196,0.4,0.4,86, 2024-09-25 16:00:00, 
259,78,10.5,0,14.2,5.7,18.1,16.4,304,1.4,1.8,87, 2024-09-25 17:00:00, 
258,86,5.4,0,15.1,4.8,17.5,17.7,155,0,1.8,56, 2024-09-25 18:00:00, 
282,87,5.7,0,14.2,3.7,16.4,13.4,259,0,1.8,75, 2024-09-25 19:00:00, 
315,56,4.8,0,8.8,4,17.7,13,258,0,1.8,84, 2024-09-25 20:00:00, 
284,75,3.7,0,9.1,3.3,13.4,12.4,282,0,1.8,85, 2024-09-25 21:00:00, 
279, , ,0, ,9.4, ,12.4, , , ,78, 2024-09-25 22:00:00, 
192, , ,0, ,4.6, ,9.7, , , ,93, 2024-09-26 00:00:00, 
335,78,6.8,0,8.9,2.9,12.6,8.1,251,0,1.8,99, 2024-09-26 01:00:00, 
238,93,4.6,0,8.6,2.7,9.7,8.3,192,0,1.8,97, 2024-09-26 02:00:00, 
272,99,2.9,0,8,4,8.1,6.6,335,0,1.8,100, 2024-09-26 03:00:00, 
287,97,2.7,0.2,7.9,2.9,8.3,5.3,238,0,1.4,99, 2024-09-26 04:00:00, 
127,100,4,0,6.6,2.7,6.6,4,272,0,0,100, 2024-09-26 05:00:00, 
332,99,2.9,0,5.2,5.1,5.3,6.2,287,0.2,0.2,100, 2024-09-26 06:00:00, 
304,100,2.7,0,4,3.2,4,10.4,127,0,0.2,72, 2024-09-26 07:00:00, 
277,100,5.1,0,6.2,4.2,6.2,12.4,332,0,0.2,60, 2024-09-26 08:00:00, 
261,72,3.2,0,5.6,4.9,10.4,15,304,0,0.2,51, 2024-09-26 09:00:00, 
100,60,4.2,0,4.9,4.8,12.4,16.8,277,0,0.2,40, 2024-09-26 10:00:00, 
79,51,4.9,0,5,4.7,15,17,261,0,0.2,39, 2024-09-26 11:00:00, 
271,40,4.8,0,3.1,6.4,16.8,17.4,100,0,0.2,36, 2024-09-26 12:00:00, 
8,39,4.7,0,3,5.1,17,18.8,79,0,0.2,30, 2024-09-26 13:00:00, 
130,36,6.4,0,2.2,5.7,17.4,18.8,271,0,0.2,26, 2024-09-26 14:00:00, 
127,30,5.1,0,0.9,8,18.8,18.4,8,0,0.2,24, 2024-09-26 15:00:00, 
150,26,5.7,0,-1.1,6.3,18.8,17.9,130,0,0.2,25, 2024-09-26 16:00:00, 
101,24,8,0,-2.5,8.4,18.4,16.6,127,0,0.2,30, 2024-09-26 17:00:00, 
129,25,6.3,0,-2.4,5.3,17.9,15.7,150,0,0,34, 2024-09-26 18:00:00, 
126,30,8.4,0,-1,5.6,16.6,15.2,101,0,0,33, 2024-09-26 19:00:00, 
359,34,5.3,0,-0.1,2.8,15.7,13,129,0,0,48, 2024-09-26 20:00:00, 
91,33,5.6,0,-1,4.2,15.2,12.8,126,0,0,51, 2024-09-26 21:00:00, 
149,48,2.8,0,2.3,2.9,13,11.2,359,0,0,52, 2024-09-26 22:00:00, 
,51,4.2, ,2.9, ,12.8, ,91,0,0, , 2024-09-26 23:00:00, 
300,52,2.9,0,1.7,3.3,11.2,6.9,149,0,0,72, 2024-09-27 00:00:00, 
246,66,3.7,0,2.4,3.9,8.4,5.1,151,0,0,78, 2024-09-27 01:00:00, 
275,72,3.3,0,2.2,4.2,6.9,4,300,0,0,85, 2024-09-27 02:00:00, 
145,78,3.9,0,1.6,2.8,5.1,3.1,246,0,0,91, 2024-09-27 03:00:00, 
250,85,4.2,0,1.7,3.5,4,2.3,275,0,0,92, 2024-09-27 04:00:00, 
146,91,2.8,0,1.8,2.1,3.1,1.7,145,0,0,96, 2024-09-27 05:00:00, 
195,92,3.5,0,1.1,3.1,2.3,3.9,250,0,0,92, 2024-09-27 06:00:00, 
50,96,2.1,0,1.1,2.5,1.7,9.3,146,0,0,66, 2024-09-27 07:00:00, 
154,92,3.1,0,2.7,3.8,3.9,12.1,195,0,0,54, 2024-09-27 08:00:00, 
262,66,2.5,0,3.3,3.6,9.3,16,50,0,0,42, 2024-09-27 09:00:00, 
336,54,3.8,0,3.1,4.1,12.1,19.6,154,0,0,36, 2024-09-27 10:00:00, 
283,42,3.6,0,3.1,6.5,16,22.5,262,0,0,30, 2024-09-27 11:00:00, 
284,36,4.1,0,4.1,9.9,19.6,24.4,336,0,0,23, 2024-09-27 12:00:00, 
293,30,6.5,0,4.1,10.6,22.5,24.6,283,0,0,21, 2024-09-27 13:00:00, 
282,23,9.9,0,1.9,11.3,24.4,24.6,284,0,0,20, 2024-09-27 14:00:00, 
278,21,10.6,0,0.8,9.1,24.6,24.4,293,0,0,21, 2024-09-27 15:00:00, 
260,20,11.3,0,0.2,5.6,24.6,21.8,282,0,0,28, 2024-09-27 16:00:00, 
301,21,9.1,0,0.7,3.4,24.4,15.8,278,0,0,44, 2024-09-27 17:00:00, 
276,28,5.6,0,2.5,3.9,21.8,12.1,260,0,0,54, 2024-09-27 18:00:00, 
239, , ,0, ,4.2, ,9.8, , , ,64, 2024-09-27 19:00:00, 
308,54,3.9,0,3.1,6.4,12.1,8.6,276,0,0,71, 2024-09-27 20:00:00, 
310,64,4.2,0,3.3,2.4,9.8,6.3,239,0,0,79, 2024-09-27 21:00:00, 
214,71,6.4,0,3.6,3.6,8.6,4.9,308,0,0,83, 2024-09-27 22:00:00, 
,79,2.4, ,2.9, ,6.3, ,310,0,0, , 2024-09-27 23:00:00, 
88,83,3.6,0,2.3,2.1,4.9,2.6,214,0,0,95, 2024-09-28 00:00:00, 
,91,3.7, ,2.3, ,3.6, ,291,0,0, , 2024-09-28 01:00:00, 
220,95,2.1,0,1.9,2,2.6,1.3,88,0,0,99, 2024-09-28 02:00:00, 
211, , ,0, ,2.8, ,0.6, , , ,99, 2024-09-28 03:00:00, 
297,99,2,0,1.2,2,1.3,-0.3,220,0,0,100, 2024-09-28 04:00:00, 
239,99,2.8,0,0.5,1.9,0.6,-1,211,0,0,100, 2024-09-28 05:00:00, 
192,100,2,0,-0.3,1.8,-0.3,-0.3,297,0,0,100, 2024-09-28 06:00:00, 
144,100,1.9,0,-1,2.4,-1,2.8,239,0,0,95, 2024-09-28 07:00:00, 
305,100,1.8,0,-0.3,6,-0.3,8.2,192,0,0,69, 2024-09-28 08:00:00, 
293,95,2.4,0,2.1,7.1,2.8,11.4,144,0,0,54, 2024-09-28 09:00:00, 
289,69,6,0,2.9,5.4,8.2,14.8,305,0,0,44, 2024-09-28 10:00:00, 
301,54,7.1,0,2.4,6,11.4,17.1,293,0,0,38, 2024-09-28 11:00:00, 
194,44,5.4,0,2.7,6,14.8,22,289,0,0,30, 2024-09-28 12:00:00, 
289,38,6,0,2.7,7,17.1,24.3,301,0,0,27, 2024-09-28 13:00:00, 
278,30,6,0,3.6,8.4,22,25,194,0,0,27, 2024-09-28 14:00:00, 
277,27,7,0,4.1,10.1,24.3,24.9,289,0,0,26, 2024-09-28 15:00:00, 
279,27,8.4,0,4.7,8.7,25,21.8,278,0,0,31, 2024-09-28 16:00:00, 
307,26,10.1,0,4.1,5.6,24.9,19.8,277,0,0,38, 2024-09-28 17:00:00, 
181,31,8.7,0,3.9,3.3,21.8,17.1,279,0,0,46, 2024-09-28 18:00:00, 
201,38,5.6,0,5.1,3.5,19.8,15.2,307,0,0,52, 2024-09-28 19:00:00, 
348,46,3.3,0,5.4,4.2,17.1,14.4,181,0,0,59, 2024-09-28 20:00:00, 
310,52,3.5,0,5.4,4.9,15.2,13.9,201,0,0,72, 2024-09-28 21:00:00, 
253,59,4.2,0,6.5,3.4,14.4,13.2,348,0,0,73, 2024-09-28 22:00:00, 
,72,4.9, ,8.9, ,13.9, ,310,0,0, , 2024-09-28 23:00:00, 
161,73,3.4,0,8.5,3.4,13.2,10.7,253,0,0,80, 2024-09-29 00:00:00, 
267,79,3.7,0,8.4,2.9,11.9,9.5,315,0,0,86, 2024-09-29 01:00:00, 
250, , ,0, ,5.2, ,7.7, , , ,94, 2024-09-29 02:00:00, 
291,86,2.9,0,7.3,7.5,9.5,9.9,267,0,0,82, 2024-09-29 03:00:00, 
290,94,5.2,0,6.8,4.1,7.7,9.3,250,0,0,85, 2024-09-29 04:00:00, 
250,82,7.5,0,7,7,9.9,10.9,291,0,0,69, 2024-09-29 05:00:00, 
267,85,4.1,0,6.9,5.8,9.3,9.9,290,0,0,69, 2024-09-29 06:00:00, 
278,69,7,0,5.4,14.1,10.9,15.1,250,0,0,25, 2024-09-29 07:00:00, 
283,69,5.8,0,4.5,7.2,9.9,16.8,267,0,0,22, 2024-09-29 08:00:00, 
291,25,14.1,0,-4.8,13.9,15.1,17.4,278,0,0,19, 2024-09-29 09:00:00, 
287, , ,0, ,11.8, ,17.6, , , ,21, 2024-09-29 10:00:00, 
264, , ,0, ,17.3, ,17, , , ,20, 2024-09-29 11:00:00, 
280,21,11.8,0,-5,13.5,17.6,18.4,287,0,0,18, 2024-09-29 12:00:00, 
308,20,17.3,0,-6.1,15.7,17,18.3,264,0,0,17, 2024-09-29 13:00:00, 
294,18,13.5,0,-6.3,16.7,18.4,17.2,280,0,0,18, 2024-09-29 14:00:00, 
280,17,15.7,0,-7.2,16.2,18.3,15.4,308,0,0,23, 2024-09-29 15:00:00, 
282,18,16.7,0,-7.3,11.2,17.2,13.4,294,0,0,28, 2024-09-29 16:00:00, 
294,23,16.2,0,-5.6,6.2,15.4,11,280,0,0,40, 2024-09-29 17:00:00, 
241,28,11.2,0,-4.7,6.2,13.4,7.9,282,0,0,56, 2024-09-29 18:00:00, 
242,40,6.2,0,-2.1,5.8,11,5.4,294,0,0,68, 2024-09-29 19:00:00, 
237,56,6.2,0,-0.3,3.4,7.9,3.5,241,0,0,78, 2024-09-29 20:00:00, 
203,68,5.8,0,0,2.3,5.4,1.7,242,0,0,86, 2024-09-29 21:00:00, 
255, , ,0, ,3.8, ,0.9, , , ,90, 2024-09-29 22:00:00, 
242,90,3.8,0,-0.6,2.6,0.9,-1.2,255,0,0,95, 2024-09-30 00:00:00, 
