id,time,temp,rh,prec,wd,ws,Visibility_km,Weather
QUEBEC INTL A,2023-05-14 13:00,15.9,21,0,34,13,48.3,Mainly Clear
QUEBEC INTL A,2023-05-14 14:00,16.2,20,0,1,17,48.3,NA
QUEBEC INTL A,2023-05-14 15:00,16.9,20,0,29,19,48.3,NA
QUEBEC INTL A,2023-05-14 16:00,17.2,20,0,36,14,48.3,Clear
QUEBEC INTL A,2023-05-14 17:00,16.8,21,0,34,12,48.3,NA
QUEBEC INTL A,2023-05-14 18:00,15.9,22,0,36,10,48.3,NA
QUEBEC INTL A,2023-05-14 19:00,14.3,27,0,34,4,48.3,Clear
QUEBEC INTL A,2023-05-14 20:00,9.9,40,0,27,6,24.1,NA
QUEBEC INTL A,2023-05-14 21:00,10.1,39,0,26,8,24.1,NA
QUEBEC INTL A,2023-05-14 22:00,9.2,43,0,28,8,24.1,Clear
QUEBEC INTL A,2023-05-14 23:00,8,47,0,24,13,24.1,NA
QUEBEC INTL A,2023-05-15 00:00,8.9,47,0,22,14,24.1,NA
QUEBEC INTL A,2023-05-15 01:00,8.3,55,0,24,16,24.1,Mainly Clear
QUEBEC INTL A,2023-05-15 02:00,8.9,57,0,23,17,24.1,NA
QUEBEC INTL A,2023-05-15 03:00,9.2,58,0,24,19,24.1,NA
QUEBEC INTL A,2023-05-15 04:00,7.8,63,0,26,16,48.3,Cloudy
QUEBEC INTL A,2023-05-15 05:00,7.9,62,0,25,17,48.3,NA
QUEBEC INTL A,2023-05-15 06:00,8.3,62,0,24,15,48.3,NA
QUEBEC INTL A,2023-05-15 07:00,10.4,54,0,24,18,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-15 08:00,11.9,52,0,25,29,48.3,NA
QUEBEC INTL A,2023-05-15 09:00,13.9,46,0,25,31,48.3,NA
QUEBEC INTL A,2023-05-15 10:00,13.8,48,0,25,35,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-15 11:00,15.5,46,0,25,36,48.3,NA
QUEBEC INTL A,2023-05-15 12:00,14.2,48,0,26,27,48.3,NA
QUEBEC INTL A,2023-05-15 13:00,16.5,42,0,26,29,48.3,Cloudy
QUEBEC INTL A,2023-05-15 14:00,16.8,41,0,25,37,48.3,NA
QUEBEC INTL A,2023-05-15 15:00,17.1,42,0,26,25,24.1,Rain Showers
QUEBEC INTL A,2023-05-15 16:00,17.8,34,0,28,21,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-15 17:00,16.8,40,0,27,25,48.3,NA
QUEBEC INTL A,2023-05-15 18:00,15.5,49,0,26,28,48.3,NA
QUEBEC INTL A,2023-05-15 19:00,15.6,48,0,27,19,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-15 20:00,15.2,49,0,29,11,24.1,NA
QUEBEC INTL A,2023-05-15 21:00,14.7,52,0,28,14,24.1,NA
QUEBEC INTL A,2023-05-15 22:00,14.2,57,0,28,13,24.1,Cloudy
QUEBEC INTL A,2023-05-15 23:00,13.7,61,0,27,15,24.1,NA
QUEBEC INTL A,2023-05-16 00:00,12.5,67,0,26,10,24.1,NA
QUEBEC INTL A,2023-05-16 01:00,11,75,0,21,5,24.1,Cloudy
QUEBEC INTL A,2023-05-16 02:00,11.3,74,0,36,3,24.1,NA
QUEBEC INTL A,2023-05-16 03:00,11.7,67,0,31,3,24.1,NA
QUEBEC INTL A,2023-05-16 04:00,10.9,62,0,35,5,48.3,Cloudy
QUEBEC INTL A,2023-05-16 05:00,10.4,63,0,32,5,48.3,NA
QUEBEC INTL A,2023-05-16 06:00,10.3,60,0,28,8,40.2,NA
QUEBEC INTL A,2023-05-16 07:00,10.5,59,0,29,7,40.2,Cloudy
QUEBEC INTL A,2023-05-16 08:00,10.5,55,0,30,8,40.2,NA
QUEBEC INTL A,2023-05-16 09:00,10.8,52,0,30,5,24.1,NA
QUEBEC INTL A,2023-05-16 10:00,10.8,46,0,30,11,24.1,Cloudy
QUEBEC INTL A,2023-05-16 11:00,9,61,0,30,5,12.9,Rain
QUEBEC INTL A,2023-05-16 12:00,6.7,84,1,1,9,16.1,Rain
QUEBEC INTL A,2023-05-16 13:00,6.4,75,0.9,21,8,19.3,Rain
QUEBEC INTL A,2023-05-16 14:00,6.5,73,0,19,3,19.3,Rain
QUEBEC INTL A,2023-05-16 15:00,6,87,0.4,22,10,16.1,Rain
QUEBEC INTL A,2023-05-16 16:00,6.1,88,0.7,26,12,32.2,Rain
QUEBEC INTL A,2023-05-16 17:00,6,90,0,23,12,48.3,NA
QUEBEC INTL A,2023-05-16 18:00,6.2,90,0,25,14,48.3,NA
QUEBEC INTL A,2023-05-16 19:00,5.7,68,0,29,4,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-16 20:00,3.6,67,0,27,4,24.1,NA
QUEBEC INTL A,2023-05-16 21:00,1.7,81,0,25,9,24.1,NA
QUEBEC INTL A,2023-05-16 22:00,0.1,90,0,30,4,24.1,Clear
QUEBEC INTL A,2023-05-16 23:00,2.2,65,0,34,10,24.1,NA
QUEBEC INTL A,2023-05-17 00:00,2.3,58,0,36,10,24.1,NA
QUEBEC INTL A,2023-05-17 01:00,1.7,59,0,35,8,24.1,Mostly Cloudy
QUEBEC INTL A,2023-05-17 02:00,2,52,0,36,3,24.1,NA
QUEBEC INTL A,2023-05-17 03:00,1,56,0,36,3,24.1,NA
QUEBEC INTL A,2023-05-17 04:00,0.5,62,0,30,3,48.3,Cloudy
QUEBEC INTL A,2023-05-17 05:00,1.3,59,0,31,6,48.3,NA
QUEBEC INTL A,2023-05-17 06:00,2.1,54,0,32,13,40.2,NA
QUEBEC INTL A,2023-05-17 07:00,2.5,52,0,32,9,40.2,Mostly Cloudy
QUEBEC INTL A,2023-05-17 08:00,4,45,0,32,18,32.2,NA
QUEBEC INTL A,2023-05-17 09:00,5.6,36,0,33,17,24.1,NA
QUEBEC INTL A,2023-05-17 10:00,5.5,35,0,31,20,32.2,Mostly Cloudy
QUEBEC INTL A,2023-05-17 11:00,5.9,35,0,34,8,32.2,NA
QUEBEC INTL A,2023-05-17 12:00,6.7,37,0,30,18,24.1,NA
QUEBEC INTL A,2023-05-17 13:00,6.7,32,0,34,14,24.1,Mostly Cloudy
QUEBEC INTL A,2023-05-17 14:00,6.3,39,0,33,15,24.1,NA
QUEBEC INTL A,2023-05-17 15:00,6.1,40,0,30,13,24.1,NA
QUEBEC INTL A,2023-05-17 16:00,7.2,34,0,32,12,32.2,Mostly Cloudy
QUEBEC INTL A,2023-05-17 17:00,6.2,44,0,32,20,32.2,NA
QUEBEC INTL A,2023-05-17 18:00,5.7,43,0,30,14,40.2,NA
QUEBEC INTL A,2023-05-17 19:00,4.1,49,0,28,9,40.2,Mainly Clear
QUEBEC INTL A,2023-05-17 20:00,2.6,59,0,28,7,24.1,NA
QUEBEC INTL A,2023-05-17 21:00,0.4,72,0,25,10,24.1,NA
QUEBEC INTL A,2023-05-17 22:00,0.3,71,0,27,8,24.1,Clear
QUEBEC INTL A,2023-05-17 23:00,1.7,59,0,31,9,24.1,NA
QUEBEC INTL A,2023-05-18 00:00,1,56,0,28,9,24.1,NA
QUEBEC INTL A,2023-05-18 01:00,0.8,55,0,30,7,24.1,Clear
QUEBEC INTL A,2023-05-18 02:00,0.7,54,0,28,7,24.1,NA
QUEBEC INTL A,2023-05-18 03:00,-0.5,66,0,28,8,24.1,NA
QUEBEC INTL A,2023-05-18 04:00,-0.8,71,0,27,8,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-18 05:00,1.3,59,0,28,5,48.3,NA
QUEBEC INTL A,2023-05-18 06:00,2.8,52,0,30,9,48.3,NA
QUEBEC INTL A,2023-05-18 07:00,3.3,51,0,34,10,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-18 08:00,3.8,46,0,29,6,48.3,NA
QUEBEC INTL A,2023-05-18 09:00,5.2,44,0,28,5,48.3,NA
QUEBEC INTL A,2023-05-18 10:00,7.3,41,0,24,20,48.3,Mainly Clear
QUEBEC INTL A,2023-05-18 11:00,8.1,45,0,20,28,48.3,NA
QUEBEC INTL A,2023-05-18 12:00,9.4,41,0,22,34,48.3,NA
QUEBEC INTL A,2023-05-18 13:00,10.8,38,0,23,30,48.3,Clear
QUEBEC INTL A,2023-05-18 14:00,11.7,38,0,22,32,48.3,NA
QUEBEC INTL A,2023-05-18 15:00,12.2,38,0,22,32,48.3,NA
QUEBEC INTL A,2023-05-18 16:00,12.4,35,0,22,33,48.3,Clear
QUEBEC INTL A,2023-05-18 17:00,12.7,34,0,23,23,48.3,NA
QUEBEC INTL A,2023-05-18 18:00,12.3,33,0,23,18,48.3,NA
QUEBEC INTL A,2023-05-18 19:00,10.1,44,0,24,12,48.3,Mainly Clear
QUEBEC INTL A,2023-05-18 20:00,8.2,53,0,24,6,24.1,NA
QUEBEC INTL A,2023-05-18 21:00,6.5,59,0,27,4,24.1,NA
QUEBEC INTL A,2023-05-18 22:00,5.7,64,0,23,3,24.1,Clear
QUEBEC INTL A,2023-05-18 23:00,4.5,69,0,22,4,24.1,NA
QUEBEC INTL A,2023-05-19 00:00,3.3,80,0,,0,24.1,NA
QUEBEC INTL A,2023-05-19 01:00,2.2,85,0,,0,24.1,Mainly Clear
QUEBEC INTL A,2023-05-19 02:00,1.7,85,0,,0,24.1,NA
QUEBEC INTL A,2023-05-19 03:00,0.5,89,0,,0,24.1,NA
QUEBEC INTL A,2023-05-19 04:00,1.1,85,0,,0,48.3,Mainly Clear
QUEBEC INTL A,2023-05-19 05:00,1.6,86,0,,0,48.3,NA
QUEBEC INTL A,2023-05-19 06:00,2.7,88,0,,0,48.3,NA
QUEBEC INTL A,2023-05-19 07:00,6.7,61,0,36,3,48.3,Cloudy
QUEBEC INTL A,2023-05-19 08:00,9.7,48,0,,0,48.3,NA
QUEBEC INTL A,2023-05-19 09:00,12.5,45,0,23,15,48.3,NA
QUEBEC INTL A,2023-05-19 10:00,14.6,45,0,26,12,48.3,Cloudy
QUEBEC INTL A,2023-05-19 11:00,16.4,43,0,24,7,48.3,NA
QUEBEC INTL A,2023-05-19 12:00,19.6,42,0,24,21,32.2,NA
QUEBEC INTL A,2023-05-19 13:00,21.2,38,0,21,24,48.3,Cloudy
QUEBEC INTL A,2023-05-19 14:00,22.4,33,0,22,23,48.3,NA
QUEBEC INTL A,2023-05-19 15:00,23.1,31,0,23,29,48.3,NA
QUEBEC INTL A,2023-05-19 16:00,22.7,27,0,22,31,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-19 17:00,21.6,31,0,23,18,48.3,NA
QUEBEC INTL A,2023-05-19 18:00,20.9,34,0,23,14,48.3,NA
QUEBEC INTL A,2023-05-19 19:00,18.9,41,0,25,10,48.3,Cloudy
QUEBEC INTL A,2023-05-19 20:00,17,52,0,27,4,24.1,NA
QUEBEC INTL A,2023-05-19 21:00,17,52,0,22,8,24.1,NA
QUEBEC INTL A,2023-05-19 22:00,16.9,62,0,25,12,24.1,Mostly Cloudy
QUEBEC INTL A,2023-05-19 23:00,17.4,64,0,25,17,24.1,NA
QUEBEC INTL A,2023-05-20 00:00,16.9,67,0,24,11,24.1,NA
QUEBEC INTL A,2023-05-20 01:00,16.4,70,0,25,12,24.1,Cloudy
QUEBEC INTL A,2023-05-20 02:00,15.5,74,0,22,7,24.1,NA
QUEBEC INTL A,2023-05-20 03:00,15.3,79,0,24,8,24.1,Rain Showers
QUEBEC INTL A,2023-05-20 04:00,13.9,92,0,,0,24.1,Cloudy
QUEBEC INTL A,2023-05-20 05:00,14.1,88,0,27,4,19.3,Rain Showers
QUEBEC INTL A,2023-05-20 06:00,13.9,96,0,1,3,24.1,NA
QUEBEC INTL A,2023-05-20 07:00,15.8,86,0,7,6,24.1,Mostly Cloudy
QUEBEC INTL A,2023-05-20 08:00,17.4,70,0,14,5,32.2,NA
QUEBEC INTL A,2023-05-20 09:00,17.1,67,0,,0,32.2,NA
QUEBEC INTL A,2023-05-20 10:00,17.1,71,0,7,5,32.2,Cloudy
QUEBEC INTL A,2023-05-20 11:00,16.9,76,0,10,9,32.2,NA
QUEBEC INTL A,2023-05-20 12:00,17.3,73,0,5,12,32.2,NA
QUEBEC INTL A,2023-05-20 13:00,18.3,69,0,7,11,32.2,Cloudy
QUEBEC INTL A,2023-05-20 14:00,19.2,63,0,8,13,32.2,NA
QUEBEC INTL A,2023-05-20 15:00,20.3,61,0,4,12,32.2,NA
QUEBEC INTL A,2023-05-20 16:00,20.6,63,0,8,12,32.2,Mostly Cloudy
QUEBEC INTL A,2023-05-20 17:00,20.8,62,0,8,16,32.2,NA
QUEBEC INTL A,2023-05-20 18:00,18.7,67,0,7,16,32.2,NA
QUEBEC INTL A,2023-05-20 19:00,16.3,71,0,7,18,32.2,Cloudy
QUEBEC INTL A,2023-05-20 20:00,15.4,75,0,6,12,24.1,NA
QUEBEC INTL A,2023-05-20 21:00,14.3,87,0,3,12,11.3,Rain Showers
QUEBEC INTL A,2023-05-20 22:00,14.6,89,0.2,6,14,24.1,Cloudy
QUEBEC INTL A,2023-05-20 23:00,13.5,94,1,6,17,12.9,Rain Showers
QUEBEC INTL A,2023-05-21 00:00,13.3,98,2.4,7,15,2.4,"Moderate Rain Showers,Fog"
QUEBEC INTL A,2023-05-21 01:00,13.4,98,1.3,9,13,4.8,"Rain,Fog"
QUEBEC INTL A,2023-05-21 02:00,13.5,98,7.2,10,8,2,"Moderate Rain,Fog"
QUEBEC INTL A,2023-05-21 03:00,13.4,99,3.1,8,9,2,"Moderate Rain,Fog"
QUEBEC INTL A,2023-05-21 04:00,14.1,98,1.1,24,26,6.4,"Rain,Fog"
QUEBEC INTL A,2023-05-21 05:00,13.9,93,0,23,24,24.1,NA
QUEBEC INTL A,2023-05-21 06:00,13.9,87,0,24,30,32.2,NA
QUEBEC INTL A,2023-05-21 07:00,13.9,88,0,23,36,32.2,Cloudy
QUEBEC INTL A,2023-05-21 08:00,12.3,95,2.8,23,37,4,Moderate Rain Showers
QUEBEC INTL A,2023-05-21 09:00,12.3,94,2.1,24,27,8.1,"Rain Showers,Fog"
QUEBEC INTL A,2023-05-21 10:00,14.6,76,1.9,1,14,24.1,Rain
QUEBEC INTL A,2023-05-21 11:00,15.3,71,0,26,10,16.1,NA
QUEBEC INTL A,2023-05-21 12:00,17.2,74,0,24,22,19.3,NA
QUEBEC INTL A,2023-05-21 13:00,19.7,62,0,26,22,40.2,Mostly Cloudy
QUEBEC INTL A,2023-05-21 14:00,20.2,46,0,28,16,40.2,NA
QUEBEC INTL A,2023-05-21 15:00,19.7,43,0,27,15,40.2,NA
QUEBEC INTL A,2023-05-21 16:00,18.9,39,0,28,17,48.3,Mainly Clear
QUEBEC INTL A,2023-05-21 17:00,18.1,31,0,30,9,48.3,NA
QUEBEC INTL A,2023-05-21 18:00,16.5,34,0,31,13,48.3,NA
QUEBEC INTL A,2023-05-21 19:00,14.2,36,0,33,10,48.3,Mainly Clear
QUEBEC INTL A,2023-05-21 20:00,11.9,40,0,35,6,40.2,NA
QUEBEC INTL A,2023-05-21 21:00,9.7,46,0,1,13,24.1,NA
QUEBEC INTL A,2023-05-21 22:00,7.7,49,0,1,12,24.1,Clear
QUEBEC INTL A,2023-05-21 23:00,5.7,56,0,33,5,24.1,NA
QUEBEC INTL A,2023-05-22 00:00,3.9,61,0,9,7,24.1,NA
QUEBEC INTL A,2023-05-22 01:00,3.4,59,0,3,3,24.1,Clear
QUEBEC INTL A,2023-05-22 02:00,1.9,67,0,35,7,24.1,NA
QUEBEC INTL A,2023-05-22 03:00,1.4,68,0,2,7,24.1,NA
QUEBEC INTL A,2023-05-22 04:00,1.1,68,0,1,7,48.3,Clear
QUEBEC INTL A,2023-05-22 05:00,1.4,68,0,2,8,48.3,NA
QUEBEC INTL A,2023-05-22 06:00,3.4,63,0,4,6,48.3,NA
QUEBEC INTL A,2023-05-22 07:00,5,57,0,6,14,48.3,Mainly Clear
QUEBEC INTL A,2023-05-22 08:00,5.9,49,0,7,18,48.3,NA
QUEBEC INTL A,2023-05-22 09:00,6.4,43,0,36,5,48.3,NA
QUEBEC INTL A,2023-05-22 10:00,7.2,42,0,,0,48.3,Mainly Clear
QUEBEC INTL A,2023-05-22 11:00,8.8,42,0,7,4,48.3,NA
QUEBEC INTL A,2023-05-22 12:00,10.4,38,0,35,3,48.3,NA
QUEBEC INTL A,2023-05-22 13:00,11.7,37,0,21,12,48.3,Clear
QUEBEC INTL A,2023-05-22 14:00,12.2,31,0,22,10,48.3,NA
QUEBEC INTL A,2023-05-22 15:00,12.9,24,0,20,12,48.3,NA
QUEBEC INTL A,2023-05-22 16:00,13.4,23,0,24,8,48.3,Clear
QUEBEC INTL A,2023-05-22 17:00,13.6,26,0,21,10,48.3,NA
QUEBEC INTL A,2023-05-22 18:00,13.2,27,0,22,7,48.3,NA
QUEBEC INTL A,2023-05-22 19:00,10.3,48,0,25,4,48.3,Clear
QUEBEC INTL A,2023-05-22 20:00,7.7,66,0,31,9,24.1,NA
QUEBEC INTL A,2023-05-22 21:00,6.4,61,0,35,9,24.1,NA
QUEBEC INTL A,2023-05-22 22:00,7,60,0,1,8,24.1,Clear
QUEBEC INTL A,2023-05-22 23:00,6,64,0,3,7,24.1,NA
QUEBEC INTL A,2023-05-23 00:00,12,68,0,36,13,24.1,NA
QUEBEC INTL A,2023-05-23 01:00,11,63,0,35,12,24.1,Clear
QUEBEC INTL A,2023-05-23 02:00,9,60,0,4,9,24.1,NA
QUEBEC INTL A,2023-05-23 03:00,8,58,0,2,9,24.1,NA
QUEBEC INTL A,2023-05-23 04:00,7,62,0,1,5,48.3,Clear
QUEBEC INTL A,2023-05-23 05:00,5,74,0,5,3,48.3,NA
QUEBEC INTL A,2023-05-23 06:00,5,78,0,4,1,48.3,NA
QUEBEC INTL A,2023-05-23 07:00,8,64,0,5,7,48.3,Mainly Clear
QUEBEC INTL A,2023-05-23 08:00,9,60,0,9,10,48.3,NA
QUEBEC INTL A,2023-05-23 09:00,10,52,0,,11,48.3,NA
QUEBEC INTL A,2023-05-23 10:00,11,58,0,23,12,48.3,Mainly Clear
QUEBEC INTL A,2023-05-23 11:00,11,51,0,24,15,48.3,NA
QUEBEC INTL A,2023-05-23 12:00,11,56,0,24,11,48.3,NA
QUEBEC INTL A,2023-05-23 13:00,10,50,0,25,15,48.3,Mainly Clear
QUEBEC INTL A,2023-05-23 14:00,10,47,0,27,16,48.3,NA
QUEBEC INTL A,2023-05-23 15:00,10,47,0,22,13,48.3,NA
QUEBEC INTL A,2023-05-23 16:00,9,44,0,24,17,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-23 17:00,10,33,0,22,18,48.3,NA
QUEBEC INTL A,2023-05-23 18:00,10,35,0,25,16,48.3,NA
QUEBEC INTL A,2023-05-23 19:00,9,38,0,23,19,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-23 20:00,8,41,0,20,7,24.1,NA
QUEBEC INTL A,2023-05-23 21:00,8,45,0,24,7,24.1,NA
QUEBEC INTL A,2023-05-23 22:00,7,47,0,22,5,24.1,Mostly Cloudy
QUEBEC INTL A,2023-05-23 23:00,7,48,0,23,4,24.1,NA
QUEBEC INTL A,2023-05-24 00:00,12.2,51,0,25,5,24.1,NA
QUEBEC INTL A,2023-05-24 01:00,9.1,75,0,28,4,24.1,Mostly Cloudy
QUEBEC INTL A,2023-05-24 02:00,11.4,66,0,28,7,24.1,NA
QUEBEC INTL A,2023-05-24 03:00,12.1,61,0,22,17,24.1,NA
QUEBEC INTL A,2023-05-24 04:00,10.8,70,0,23,13,32.2,Cloudy
QUEBEC INTL A,2023-05-24 05:00,11.4,69,0,23,5,40.2,NA
QUEBEC INTL A,2023-05-24 06:00,11.5,68,0,26,7,32.2,NA
QUEBEC INTL A,2023-05-24 07:00,12.1,75,0.2,36,3,32.2,Rain
QUEBEC INTL A,2023-05-24 08:00,11.6,85,0.5,34,4,32.2,Rain
QUEBEC INTL A,2023-05-24 09:00,11.8,82,0,36,8,32.2,Rain
QUEBEC INTL A,2023-05-24 10:00,12.5,76,0,36,9,40.2,Cloudy
QUEBEC INTL A,2023-05-24 11:00,12,69,0,1,10,48.3,Rain
QUEBEC INTL A,2023-05-24 12:00,13.3,57,0,36,11,48.3,NA
QUEBEC INTL A,2023-05-24 13:00,13.9,56,0,35,10,40.2,Mostly Cloudy
QUEBEC INTL A,2023-05-24 14:00,12.2,79,0,6,20,48.3,NA
QUEBEC INTL A,2023-05-24 15:00,10.9,78,0,8,21,48.3,NA
QUEBEC INTL A,2023-05-24 16:00,10.9,75,0,9,14,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-24 17:00,10.8,71,0,11,4,48.3,NA
QUEBEC INTL A,2023-05-24 18:00,11.5,49,0,1,10,48.3,NA
QUEBEC INTL A,2023-05-24 19:00,11.3,48,0,2,9,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-24 20:00,9.1,60,0,36,3,24.1,NA
QUEBEC INTL A,2023-05-24 21:00,8.7,62,0,29,4,24.1,NA
QUEBEC INTL A,2023-05-24 22:00,8.9,64,0,36,5,24.1,Mostly Cloudy
QUEBEC INTL A,2023-05-24 23:00,8.9,65,0,36,8,24.1,NA
QUEBEC INTL A,2023-05-25 00:00,8.4,68,0,32,5,24.1,NA
QUEBEC INTL A,2023-05-25 01:00,8.4,67,0,34,13,24.1,Mostly Cloudy
QUEBEC INTL A,2023-05-25 02:00,8.4,66,0,1,9,24.1,NA
QUEBEC INTL A,2023-05-25 03:00,8.6,65,0,1,10,24.1,NA
QUEBEC INTL A,2023-05-25 04:00,8.5,66,0,35,5,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-25 05:00,8.6,65,0,1,10,48.3,NA
QUEBEC INTL A,2023-05-25 06:00,9.2,61,0,35,9,48.3,NA
QUEBEC INTL A,2023-05-25 07:00,10.3,55,0,35,10,48.3,Mainly Clear
QUEBEC INTL A,2023-05-25 08:00,11.4,46,0,36,9,48.3,NA
QUEBEC INTL A,2023-05-25 09:00,12.7,39,0,36,13,48.3,NA
QUEBEC INTL A,2023-05-25 10:00,14,35,0,33,16,48.3,Mainly Clear
QUEBEC INTL A,2023-05-25 11:00,15.6,27,0,36,17,48.3,NA
QUEBEC INTL A,2023-05-25 12:00,16.6,25,0,32,8,48.3,NA
QUEBEC INTL A,2023-05-25 13:00,16.6,37,0,7,15,48.3,Mainly Clear
QUEBEC INTL A,2023-05-25 14:00,15.5,42,0,6,21,48.3,NA
QUEBEC INTL A,2023-05-25 15:00,13.9,45,0,6,17,48.3,NA
QUEBEC INTL A,2023-05-25 16:00,12.8,50,0,8,29,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-25 17:00,12.3,42,0,7,28,48.3,NA
QUEBEC INTL A,2023-05-25 18:00,10.9,48,0,8,34,48.3,NA
QUEBEC INTL A,2023-05-25 19:00,9,60,0,7,24,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-25 20:00,7.9,68,0,7,23,24.1,NA
QUEBEC INTL A,2023-05-25 21:00,7.8,73,0,8,26,24.1,NA
QUEBEC INTL A,2023-05-25 22:00,7.6,74,0,7,23,24.1,Mostly Cloudy
QUEBEC INTL A,2023-05-25 23:00,7,79,0,7,11,24.1,NA
QUEBEC INTL A,2023-05-26 00:00,5.9,84,0,2,7,24.1,NA
QUEBEC INTL A,2023-05-26 01:00,3.5,96,0,30,5,24.1,Mainly Clear
QUEBEC INTL A,2023-05-26 02:00,3.3,94,0,32,8,24.1,NA
QUEBEC INTL A,2023-05-26 03:00,2.7,96,0,,0,24.1,NA
QUEBEC INTL A,2023-05-26 04:00,2.1,97,0,29,4,24.1,Mostly Cloudy
QUEBEC INTL A,2023-05-26 05:00,2.9,95,0,10,5,48.3,NA
QUEBEC INTL A,2023-05-26 06:00,6,79,0,24,4,48.3,NA
QUEBEC INTL A,2023-05-26 07:00,9,73,0,22,5,48.3,Mainly Clear
QUEBEC INTL A,2023-05-26 08:00,11.4,67,0,20,7,48.3,NA
QUEBEC INTL A,2023-05-26 09:00,13.2,52,0,19,9,48.3,NA
QUEBEC INTL A,2023-05-26 10:00,14.4,52,0,19,18,48.3,Mainly Clear
QUEBEC INTL A,2023-05-26 11:00,15.7,47,0,19,19,48.3,NA
QUEBEC INTL A,2023-05-26 12:00,17.4,44,0,22,26,48.3,NA
QUEBEC INTL A,2023-05-26 13:00,18.3,40,0,21,35,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-26 14:00,19.4,33,0,21,35,48.3,NA
QUEBEC INTL A,2023-05-26 15:00,21.6,24,0,27,25,48.3,NA
QUEBEC INTL A,2023-05-26 16:00,20.9,25,0,27,16,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-26 17:00,21.2,26,0,28,12,48.3,NA
QUEBEC INTL A,2023-05-26 18:00,19,39,0,24,21,48.3,NA
QUEBEC INTL A,2023-05-26 19:00,15.1,54,0,25,16,48.3,Mainly Clear
QUEBEC INTL A,2023-05-26 20:00,13.7,55,0,26,10,48.3,NA
QUEBEC INTL A,2023-05-26 21:00,12.4,56,0,23,8,24.1,NA
QUEBEC INTL A,2023-05-26 22:00,12.9,50,0,31,7,24.1,Mainly Clear
QUEBEC INTL A,2023-05-26 23:00,10.7,59,0,26,4,24.1,NA
QUEBEC INTL A,2023-05-27 00:00,11.3,55,0,30,7,24.1,NA
QUEBEC INTL A,2023-05-27 01:00,8.8,68,0,24,4,24.1,Mainly Clear
QUEBEC INTL A,2023-05-27 02:00,7.4,77,0,,0,24.1,NA
QUEBEC INTL A,2023-05-27 03:00,8.5,75,0,24,5,48.3,NA
QUEBEC INTL A,2023-05-27 04:00,8.6,72,0,24,5,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-27 05:00,8.8,78,0,,0,48.3,NA
QUEBEC INTL A,2023-05-27 06:00,9.8,72,0,27,5,48.3,NA
QUEBEC INTL A,2023-05-27 07:00,12.9,60,0,24,10,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-27 08:00,13.7,59,0,20,7,48.3,NA
QUEBEC INTL A,2023-05-27 09:00,13.4,66,0,22,10,48.3,NA
QUEBEC INTL A,2023-05-27 10:00,16,57,0,18,5,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-27 11:00,19.5,44,0,23,21,48.3,NA
QUEBEC INTL A,2023-05-27 12:00,22.3,38,0,25,23,48.3,NA
QUEBEC INTL A,2023-05-27 13:00,23.2,40,0,24,11,48.3,Mostly Cloudy
QUEBEC INTL A,2023-05-27 14:00,25.2,33,0,25,14,48.3,NA
QUEBEC INTL A,2023-05-27 15:00,26.3,30,0,25,25,48.3,NA
QUEBEC INTL A,2023-05-27 16:00,26.7,31,0,25,32,48.3,Clear
QUEBEC INTL A,2023-05-27 17:00,26.4,33,0,26,23,48.3,NA
QUEBEC INTL A,2023-05-27 18:00,25.2,36,0,24,16,48.3,NA
QUEBEC INTL A,2023-05-27 19:00,22.2,44,0,22,15,48.3,Clear
QUEBEC INTL A,2023-05-27 20:00,19.5,49,0,25,14,32.2,NA
QUEBEC INTL A,2023-05-27 21:00,19.1,49,0,25,18,24.1,NA
QUEBEC INTL A,2023-05-27 22:00,18.4,51,0,25,20,24.1,Clear
QUEBEC INTL A,2023-05-27 23:00,18.4,50,0,24,20,24.1,NA
QUEBEC INTL A,2023-05-28 00:00,17.5,52,0,24,23,24.1,NA
QUEBEC INTL A,2023-05-28 01:00,17.2,53,0,24,27,24.1,Clear
QUEBEC INTL A,2023-05-28 02:00,15.4,63,0,25,19,24.1,NA
QUEBEC INTL A,2023-05-28 03:00,13.4,72,0,26,14,24.1,NA
QUEBEC INTL A,2023-05-28 04:00,11.4,80,0,25,10,48.3,Mainly Clear
QUEBEC INTL A,2023-05-28 05:00,12.5,80,0,25,12,48.3,NA
