"","ID","TIME","TEMP","RH","PREC","WD","WS","FUELTYPE","LAT","LONG","TZ_LOC","MON","DAY","HR","YR","PERCENT_CURED","MINUTE","DATE","TIMESTAMP","TIMEZONE","SOLRAD","SUNRISE","SUNSET","SUNLIGHT_HOURS"
"55","FLNRO-WMB 394 ROCK CREEK",2024-09-12 06:00:00,9.5,97,0,142,2.8,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,12,6,2024,100,0,2024-09-12,2024-09-12 06:00:00,-8,0.0658462805682547,5.44184731095658,18.3048884150315,12.8630411040749
"56","FLNRO-WMB 394 ROCK CREEK",2024-09-12 07:00:00,13.6,98,0,243,3.2,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,12,7,2024,100,0,2024-09-12,2024-09-12 07:00:00,-8,0.203022668534831,5.44184731095658,18.3048884150315,12.8630411040749
"57","FLNRO-WMB 394 ROCK CREEK",2024-09-12 08:00:00,18.2,83,0,294,9.1,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,12,8,2024,100,0,2024-09-12,2024-09-12 08:00:00,-8,0.329647587976392,5.44184731095658,18.3048884150315,12.8630411040749
"58","FLNRO-WMB 394 ROCK CREEK",2024-09-12 09:00:00,19.3,65,0,289,8.7,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,12,9,2024,100,0,2024-09-12,2024-09-12 09:00:00,-8,0.437091759890569,5.44184731095658,18.3048884150315,12.8630411040749
"59","FLNRO-WMB 394 ROCK CREEK",2024-09-12 10:00:00,20.4,55,0,293.5,11.45,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,12,10,2024,100,0,2024-09-12,2024-09-12 10:00:00,-8,0.5180330415213,5.44184731095658,18.3048884150315,12.8630411040749
"60","FLNRO-WMB 394 ROCK CREEK",2024-09-12 11:00:00,21.9,45,0,298,14.2,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,12,11,2024,100,0,2024-09-12,2024-09-12 11:00:00,-8,0.566955418287244,5.44184731095658,18.3048884150315,12.8630411040749
"61","FLNRO-WMB 394 ROCK CREEK",2024-09-12 12:00:00,22.9,40,0,304,10.4,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,12,12,2024,100,0,2024-09-12,2024-09-12 12:00:00,-8,0.58052491105985,5.44184731095658,18.3048884150315,12.8630411040749
"62","FLNRO-WMB 394 ROCK CREEK",2024-09-12 13:00:00,24,37,0,323,10.9,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,12,13,2024,100,0,2024-09-12,2024-09-12 13:00:00,-8,0.557816781331315,5.44184731095658,18.3048884150315,12.8630411040749
"63","FLNRO-WMB 394 ROCK CREEK",2024-09-12 14:00:00,23.7,33,0,299,15.7,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,12,14,2024,100,0,2024-09-12,2024-09-12 14:00:00,-8,0.500378550615677,5.44184731095658,18.3048884150315,12.8630411040749
"64","FLNRO-WMB 394 ROCK CREEK",2024-09-12 15:00:00,22,32,0,347,10.1,"O-1b",49.054,-118.98133,"America/Los_Angeles",9,12,15,2024,100,0,2024-09-12,2024-09-12 15:00:00,-8,0.412124539415044,5.44184731095658,18.3048884150315,12.8630411040749
