Air Quality,2023-05-31 13:54:37,2023-05-31 16:16:40,02:22:03
Fire Warning,2023-05-31 13:55:15,2023-05-31 15:10:04,01:14:48
Fire Alert,2023-05-31 13:56:13,2023-05-31 14:13:33,00:17:20
